trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
126,False,"{'a': 0.25, 'e': 0.2836540264997704}",20,10,-17.647724529658518,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
127,False,"{'a': 0.25, 'e': 0.28083162177837978}",20,11,0.44389066968598856,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.25, 'e': 0.27803730045319414}",30,3,-11.049183822302014,"{0: 23, 1: 0, 2: 3, 3: 1, 4: 0}",1
129,False,"{'a': 0.25, 'e': 0.27527078308975234}",25,14,18.87552797274205,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
130,False,"{'a': 0.25, 'e': 0.27253179303401259}",20,0,-34.153249356885404,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
131,False,"{'a': 0.25, 'e': 0.26982005638468681}",20,5,-7.135758526508405,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
132,False,"{'a': 0.25, 'e': 0.26713530196585034}",20,0,30.6334365592456,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
133,False,"{'a': 0.25, 'e': 0.26447726129982396}",35,23,-4.5547891354654215,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
134,False,"{'a': 0.25, 'e': 0.26184566858032599}",25,0,4.910251383807022,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
135,False,"{'a': 0.25, 'e': 0.25924026064589151}",25,0,-36.18293837995916,"{0: 20, 1: 2, 2: 1, 3: 2, 4: 0}",0
136,False,"{'a': 0.25, 'e': 0.25666077695355588}",20,10,20.380310419725422,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.25, 'e': 0.25410695955280027}",25,2,-9.686876923145359,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 0}",1
138,False,"{'a': 0.25, 'e': 0.25157855305975646}",20,3,7.489832672260991,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
139,False,"{'a': 0.25, 'e': 0.24907530463166816}",25,3,7.906898693290555,"{0: 20, 1: 1, 2: 0, 3: 1, 4: 0}",1
140,False,"{'a': 0.25, 'e': 0.24659696394160643}",25,10,16.86639355792259,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
141,False,"{'a': 0.25, 'e': 0.24414328315343711}",20,12,16.39114498808757,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.25, 'e': 0.24171401689703645}",25,2,-6.800547650006806,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
143,False,"{'a': 0.25, 'e': 0.23930892224375455}",20,5,28.112230305940365,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.25, 'e': 0.23692775868212176}",20,6,-20.099748275166753,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
145,False,"{'a': 0.25, 'e': 0.23457028809379765}",20,6,5.285466453089402,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
146,False,"{'a': 0.25, 'e': 0.23223627472975883}",25,12,-21.735478856060304,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
147,False,"{'a': 0.25, 'e': 0.22992548518672384}",20,2,10.631073633274722,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
148,False,"{'a': 0.25, 'e': 0.22763768838381274}",20,8,16.272523037175745,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.25, 'e': 0.22537265553943872}",20,3,-1.3790366587237395,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
150,False,"{'a': 0.25, 'e': 0.22313016014842982}",20,10,4.795787180550125,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
151,False,"{'a': 0.25, 'e': 0.2209099779593782}",25,19,11.58177914380984,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.25, 'e': 0.21871188695221475}",25,13,24.24067980665386,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.25, 'e': 0.21653566731600707}",20,9,-15.374360494567924,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
154,False,"{'a': 0.25, 'e': 0.21438110142697794}",30,16,6.32814669424536,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
155,False,"{'a': 0.25, 'e': 0.21224797382674304}",20,8,10.024694984551505,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.25, 'e': 0.21013607120076472}",25,17,15.198851898379509,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.25, 'e': 0.20804518235702046}",20,9,16.68193901844997,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.25, 'e': 0.20597509820488344}",20,13,-5.810018139889541,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
159,False,"{'a': 0.25, 'e': 0.20392561173421342}",20,6,1.9812664712042947,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
160,False,"{'a': 0.25, 'e': 0.20189651799465538}",20,5,-12.488341185539063,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
161,False,"{'a': 0.25, 'e': 0.19988761407514449}",20,11,5.747179500083325,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
162,False,"{'a': 0.25, 'e': 0.19789869908361465}",25,14,18.624943189145327,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.25, 'e': 0.19592957412690934}",30,18,2.2004435673301717,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
164,False,"{'a': 0.25, 'e': 0.19398004229089189}",20,14,10.830739507100246,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.25, 'e': 0.19204990862075408}",20,16,6.783952532868312,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.25, 'e': 0.1901389801015205}",30,4,24.239584984349086,"{0: 24, 1: 1, 2: 1, 3: 0, 4: 0}",1
167,False,"{'a': 0.25, 'e': 0.1882470656387468}",30,13,5.863231124561629,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
168,False,"{'a': 0.25, 'e': 0.18637397603940997}",20,13,12.821596991067906,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.25, 'e': 0.18451952399298926}",35,18,-25.58560164360503,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 1}",1
170,False,"{'a': 0.25, 'e': 0.18268352405273466}",20,10,18.403051404660857,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.25, 'e': 0.1808657926171221}",20,12,11.37734394910418,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.25, 'e': 0.17906614791149322}",20,13,-6.9862603267190035,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
173,False,"{'a': 0.25, 'e': 0.17728440996987782}",20,12,8.106632268602503,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.25, 'e': 0.17552040061699686}",25,13,13.167228080871542,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.25, 'e': 0.17377394345044514}",25,6,29.192775912581045,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.25, 'e': 0.17204486382305054}",30,21,17.3327881000789,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.25, 'e': 0.17033298882540943}",30,7,-20.084367003505395,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 1}",1
178,False,"{'a': 0.25, 'e': 0.1686381472685955}",30,18,25.747408688863445,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.25, 'e': 0.16696016966704069}",20,0,-35.5772990027885,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
180,False,"{'a': 0.25, 'e': 0.16529888822158653}",25,13,-19.953018047028504,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
181,False,"{'a': 0.25, 'e': 0.16365413680270405}",35,12,-18.28599764463118,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 1}",1
182,False,"{'a': 0.25, 'e': 0.16202575093388075}",25,15,-12.432646259413618,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",1
183,False,"{'a': 0.25, 'e': 0.16041356777517274}",20,16,5.462430002252653,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.25, 'e': 0.15881742610692068}",20,11,5.135711393772308,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
185,False,"{'a': 0.25, 'e': 0.15723716631362761}",20,2,10.256912677814343,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
186,False,"{'a': 0.25, 'e': 0.15567263036799731}",25,6,20.71666151995129,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
187,False,"{'a': 0.25, 'e': 0.1541236618151314}",20,6,14.24598034396096,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
188,False,"{'a': 0.25, 'e': 0.15259010575688386}",20,12,15.65859868367385,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.25, 'e': 0.15107180883637084}",25,5,21.238812622891572,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.25, 'e': 0.14956861922263504}",25,0,14.246984190487414,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
191,False,"{'a': 0.25, 'e': 0.14808038659546244}",20,13,11.327114638128995,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.25, 'e': 0.14660696213035015}",20,11,8.550860016886755,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.25, 'e': 0.14514819848362373}",20,11,18.593624390354048,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.25, 'e': 0.14370394977770293}",20,1,8.730665502448405,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
195,False,"{'a': 0.25, 'e': 0.14227407158651359}",20,0,25.46561729005692,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
